Organisation;Internetadresse;AGS;Typ;PLZ;Landkreis;Bundesland
Bietigheim-Bissingen;https://www.bietigheim-bissingen.de;08118079;Stadt in Deutschland;74321;Landkreis Ludwigsburg;Baden-Württemberg
Freiberg am Neckar;https://www.freiberg-an.de;08118078;Stadt in Deutschland;71691;Landkreis Ludwigsburg;Baden-Württemberg
Ingersheim;http://www.ingersheim.de;08118077;Gemeinde in Deutschland ohne Stadtrecht;74379;Landkreis Ludwigsburg;Baden-Württemberg
Sachsenheim;https://www.sachsenheim.de;08118076;Stadt in Deutschland;74343;Landkreis Ludwigsburg;Baden-Württemberg
Walheim;http://www.walheim.de;08118074;Gemeinde in Deutschland ohne Stadtrecht;74399;Landkreis Ludwigsburg;Baden-Württemberg
Vaihingen an der Enz;https://www.vaihingen.de;08118073;Stadt in Deutschland;71665;Landkreis Ludwigsburg;Baden-Württemberg
Tamm;http://www.tamm.org;08118071;Stadt in Deutschland;71732;Landkreis Ludwigsburg;Baden-Württemberg
Steinheim an der Murr;http://www.stadt-steinheim.de;08118070;Stadt in Deutschland;71711;Landkreis Ludwigsburg;Baden-Württemberg
Sersheim;http://www.sersheim.de;08118068;Gemeinde in Deutschland ohne Stadtrecht;74372;Landkreis Ludwigsburg;Baden-Württemberg
Schwieberdingen;http://www.schwieberdingen.de;08118067;Gemeinde in Deutschland ohne Stadtrecht;71701;Gemeindeverwaltungsverband Schwieberdingen-Hemmingen;Baden-Württemberg
Pleidelsheim;http://www.pleidelsheim.de;08118063;Gemeinde in Deutschland ohne Stadtrecht;74385;Vereinbarte Verwaltungsgemeinschaft Freiberg am Neckar;Baden-Württemberg
Oberstenfeld;https://www.oberstenfeld.de;08118060;Gemeinde in Deutschland ohne Stadtrecht;71720;Landkreis Ludwigsburg;Baden-Württemberg
Oberriexingen;https://www.oberriexingen.de;08118059;Stadt in Deutschland;71739;Landkreis Ludwigsburg;Baden-Württemberg
Murr;http://www.gemeinde-murr.de;08118054;Gemeinde in Deutschland ohne Stadtrecht;71711;Landkreis Ludwigsburg;Baden-Württemberg
Mundelsheim;http://www.mundelsheim.de;08118053;Gemeinde in Deutschland ohne Stadtrecht;74395;Landkreis Ludwigsburg;Baden-Württemberg
Möglingen;http://www.moeglingen.de;08118051;Gemeinde in Deutschland ohne Stadtrecht;71696;Landkreis Ludwigsburg;Baden-Württemberg
Markgröningen;http://www.markgroeningen.de;08118050;Stadt in Deutschland;71706;Landkreis Ludwigsburg;Baden-Württemberg
Marbach am Neckar;http://www.schillerstadt-marbach.de;08118049;Stadt in Deutschland;71672;Herzogtum Württemberg;Baden-Württemberg
Ludwigsburg;https://www.ludwigsburg.de;08118048;Große Kreisstadt in Baden-Württemberg;71634–71642;Landkreis Ludwigsburg;Baden-Württemberg
Löchgau;http://www.loechgau.de;08118047;Gemeinde in Deutschland ohne Stadtrecht;74369;Landkreis Ludwigsburg;Baden-Württemberg
Kornwestheim;http://www.kornwestheim.de;08118046;Stadt in Deutschland;70806;Landkreis Ludwigsburg;Baden-Württemberg
Kirchheim am Neckar;http://www.kirchheim-am-neckar.de;08118040;Gemeinde in Deutschland ohne Stadtrecht;74366;Landkreis Ludwigsburg;Baden-Württemberg
Hessigheim;http://www.hessigheim.de;08118028;Gemeinde in Deutschland ohne Stadtrecht;74394;Landkreis Ludwigsburg;Baden-Württemberg
Hemmingen (Württemberg);https://www.hemmingen.de;08118027;Gemeinde in Deutschland ohne Stadtrecht;71282;Landkreis Ludwigsburg;Baden-Württemberg
Großbottwar;https://www.grossbottwar.de;08118021;Stadt in Deutschland;71723;Landkreis Ludwigsburg;Baden-Württemberg
Gerlingen;https://www.gerlingen.de;08118019;Stadt in Deutschland;70839;Landkreis Ludwigsburg;Baden-Württemberg
Gemmrigheim;http://www.gemmrigheim.de;08118018;Gemeinde in Deutschland ohne Stadtrecht;74376;Landkreis Ludwigsburg;Baden-Württemberg
Freudental (Steinbachtal);https://www.freudental.de;08118016;Gemeinde in Deutschland ohne Stadtrecht;74392;Landkreis Ludwigsburg;Baden-Württemberg
Erligheim;http://www.erligheim.de;08118015;Gemeinde in Deutschland ohne Stadtrecht;74391;Landkreis Ludwigsburg;Baden-Württemberg
Erdmannhausen;https://www.erdmannhausen.de;08118014;Gemeinde in Deutschland ohne Stadtrecht;71729;Landkreis Ludwigsburg;Baden-Württemberg
Eberdingen;https://www.eberdingen.de;08118012;Gemeinde in Deutschland ohne Stadtrecht;71735;Landkreis Ludwigsburg;Baden-Württemberg
Ditzingen;https://www.ditzingen.de;08118011;Stadt in Deutschland;71254;Landkreis Ludwigsburg;Baden-Württemberg
Bönnigheim;http://www.boennigheim.de;08118010;Stadt in Deutschland;74357;Landkreis Ludwigsburg;Baden-Württemberg
Besigheim;http://www.besigheim.de;08118007;Stadt in Deutschland;74354;Gemeindeverwaltungsverband Besigheim;Baden-Württemberg
Benningen am Neckar;http://www.benningen.de;08118006;Gemeinde in Deutschland ohne Stadtrecht;71726;Landkreis Ludwigsburg;Baden-Württemberg
Asperg;http://www.asperg.de;08118003;Stadt in Deutschland;71679;Landkreis Ludwigsburg;Baden-Württemberg
Affalterbach;http://www.affalterbach.de;08118001;Gemeinde in Deutschland ohne Stadtrecht;71563;Landkreis Ludwigsburg;Baden-Württemberg
Lauterstein;http://www.lauterstein.de;08117061;Stadt in Deutschland;73111;Landkreis Göppingen;Baden-Württemberg
Zell unter Aichelberg;http://www.zell-u-a.de;08117060;Gemeinde in Deutschland ohne Stadtrecht;73119;Landkreis Göppingen;Baden-Württemberg
Wiesensteig;http://www.wiesensteig.de;08117058;Stadt in Deutschland;73349;Landkreis Göppingen;Baden-Württemberg
Wangen;http://www.gemeinde-wangen.de;08117055;Gemeinde in Deutschland ohne Stadtrecht;73117;Landkreis Göppingen;Baden-Württemberg
Wäschenbeuren;http://www.waeschenbeuren.de;08117053;Gemeinde in Deutschland ohne Stadtrecht;73116;Landkreis Göppingen;Baden-Württemberg
Uhingen;https://www.uhingen.de;08117051;Stadt in Deutschland;73062–73066;Landkreis Göppingen;Baden-Württemberg
Süßen;http://www.suessen.de;08117049;Stadt in Deutschland;73079;Landkreis Göppingen;Baden-Württemberg
Schlierbach;http://www.schlierbach.de;08117044;Gemeinde in Deutschland ohne Stadtrecht;73278;Landkreis Göppingen;Baden-Württemberg
Schlat;https://www.schlat.de;08117043;Gemeinde in Deutschland ohne Stadtrecht;73114;Landkreis Göppingen;Baden-Württemberg
Salach;https://www.salach.de;08117042;Gemeinde in Deutschland ohne Stadtrecht;73084;Landkreis Göppingen;Baden-Württemberg
Rechberghausen;http://www.rechberghausen.de;08117038;Gemeinde in Deutschland ohne Stadtrecht;73098;Gemeindeverwaltungsverband Östlicher Schurwald;Baden-Württemberg
Ottenbach;http://www.ottenbach.de;08117037;Gemeinde in Deutschland ohne Stadtrecht;73113;Gemeindeverwaltungsverband Eislingen-Ottenbach-Salach;Baden-Württemberg
Mühlhausen im Täle;https://www.muehlhausen-taele.de;08117035;Gemeinde in Deutschland ohne Stadtrecht;73347;Landkreis Göppingen;Baden-Württemberg
Kuchen;https://www.kuchen.de;08117033;Gemeinde in Deutschland ohne Stadtrecht;73329;Vereinbarte Verwaltungsgemeinschaft Geislingen an der Steige;Baden-Württemberg
Hohenstadt;http://www.hohenstadt-alb.de;08117031;Gemeinde in Deutschland ohne Stadtrecht;73345;Landkreis Göppingen;Baden-Württemberg
Heiningen;https://www.heiningen-online.de;08117030;Gemeinde in Deutschland ohne Stadtrecht;73092;Landkreis Göppingen;Baden-Württemberg
Hattenhofen;http://www.hattenhofen.de;08117029;Gemeinde in Deutschland ohne Stadtrecht;73110;Landkreis Göppingen;Baden-Württemberg
Gruibingen;http://www.gruibingen.de;08117028;Gemarkung;73344;Gemeindeverwaltungsverband Oberes Filstal;Baden-Württemberg
Göppingen;https://www.goeppingen.de;08117026;Stadt in Deutschland;73033, 73035, 73037, 73116;Vereinbarte Verwaltungsgemeinschaft Göppingen;Baden-Württemberg
Gingen an der Fils;https://www.gingen.de;08117025;Gemeinde in Deutschland ohne Stadtrecht;73333;Landkreis Göppingen;Baden-Württemberg
Geislingen an der Steige;https://www.geislingen.de;08117024;Große Kreisstadt in Baden-Württemberg;73312;Landkreis Göppingen;Baden-Württemberg
Gammelshausen;http://www.gammelshausen.de;08117023;Gemeinde in Deutschland ohne Stadtrecht;73108;Landkreis Göppingen;Baden-Württemberg
Eschenbach;http://www.gemeinde-eschenbach.de;08117020;Gemeinde in Deutschland ohne Stadtrecht;73107;Landkreis Göppingen;Baden-Württemberg
Eislingen/Fils;https://www.eislingen.de;08117019;Stadt in Deutschland;73054;Landkreis Göppingen;Baden-Württemberg
Ebersbach an der Fils;https://www.ebersbach.de;08117018;Stadt in Deutschland;73061;Landkreis Göppingen;Baden-Württemberg
Dürnau;http://www.duernau.de;08117017;Gemeinde in Deutschland ohne Stadtrecht;73105;Landkreis Göppingen;Baden-Württemberg
Drackenstein;http://www.drackenstein.de;08117016;Gemeinde in Deutschland ohne Stadtrecht;73345;Landkreis Göppingen;Baden-Württemberg
Donzdorf;http://www.donzdorf.de;08117015;Stadt in Deutschland;73072;Landkreis Göppingen;Baden-Württemberg
Deggingen;https://www.deggingen.de;08117014;Gemeinde in Deutschland ohne Stadtrecht;73326;Vereinbarte Verwaltungsgemeinschaft Deggingen;Baden-Württemberg
Bad Boll;http://www.bad-boll.de;08117012;Gemeinde in Deutschland ohne Stadtrecht;73087;Landkreis Göppingen;Baden-Württemberg
Börtlingen;https://www.boertlingen.de;08117011;Gemeinde in Deutschland ohne Stadtrecht;73104;Gemeindeverwaltungsverband Östlicher Schurwald;Baden-Württemberg
Böhmenkirch;http://www.boehmenkirch.de;08117010;Gemeinde in Deutschland ohne Stadtrecht;89558;Landkreis Göppingen;Baden-Württemberg
Birenbach;http://www.birenbach.de;08117009;Gemeinde in Deutschland ohne Stadtrecht;73102;Gemeindeverwaltungsverband Östlicher Schurwald;Baden-Württemberg
Bad Überkingen;http://www.bad-ueberkingen.de;08117007;Gemeinde in Deutschland ohne Stadtrecht;73334–73337;Landkreis Göppingen;Baden-Württemberg
Bad Ditzenbach;http://www.bad-ditzenbach.de;08117006;Gemeinde in Deutschland ohne Stadtrecht;73342;Landkreis Göppingen;Baden-Württemberg
Albershausen;http://www.albershausen.de;08117003;Gemeinde in Deutschland ohne Stadtrecht;73095;Landkreis Göppingen;Baden-Württemberg
Aichelberg;http://www.aichelberg.de;08117002;Gemeinde in Deutschland ohne Stadtrecht;73101;Landkreis Göppingen;Baden-Württemberg
Adelberg;https://www.adelberg.de;08117001;Gemeinde in Deutschland ohne Stadtrecht;73099;Gemeindeverwaltungsverband Östlicher Schurwald;Baden-Württemberg
Aichtal;https://www.aichtal.de;08116081;Stadt in Deutschland;72631;Landkreis Esslingen;Baden-Württemberg
Ostfildern;https://www.ostfildern.de;08116080;Stadt in Deutschland;73760;Landkreis Esslingen;Baden-Württemberg
Lenningen;http://www.lenningen.de;08116079;Gemeinde in Deutschland ohne Stadtrecht;73252;Landkreis Esslingen;Baden-Württemberg
Leinfelden-Echterdingen;https://www.leinfelden-echterdingen.de;08116078;Große Kreisstadt in Baden-Württemberg;70771;Landkreis Esslingen;Baden-Württemberg
Filderstadt;http://www.filderstadt.de;08116077;Gemeinde in Deutschland;70794;Landkreis Esslingen;Baden-Württemberg
Aichwald;http://www.gemeinde-aichwald.de;08116076;Gemeinde in Deutschland ohne Stadtrecht;73773;Landkreis Esslingen;Baden-Württemberg
Wolfschlugen;https://www.wolfschlugen.de;08116073;Gemeinde in Deutschland ohne Stadtrecht;72649;Landkreis Esslingen;Baden-Württemberg
Wernau (Neckar);https://www.wernau.de;08116072;Stadt in Deutschland;73249;Landkreis Esslingen;Baden-Württemberg
Wendlingen am Neckar;https://www.wendlingen.de;08116071;Stadt in Deutschland;73240;Gemeindeverwaltungsverband Wendlingen am Neckar;Baden-Württemberg
Weilheim an der Teck;http://www.weilheim-teck.de;08116070;Stadt in Deutschland;73235;Landkreis Esslingen;Baden-Württemberg
Unterensingen;https://unterensingen.de;08116068;Gemeinde in Deutschland ohne Stadtrecht;72669;Vereinbarte Verwaltungsgemeinschaft Nürtingen;Baden-Württemberg
Schlaitdorf;https://www.schlaitdorf.de;08116063;Gemeinde in Deutschland ohne Stadtrecht;72667;Gemeindeverwaltungsverband Neckartenzlingen;Baden-Württemberg
Reichenbach an der Fils;http://www.reichenbach-fils.de;08116058;Gemeinde in Deutschland ohne Stadtrecht;73262;Landkreis Esslingen;Baden-Württemberg
Plochingen;http://www.plochingen.de;08116056;Stadt in Deutschland;73207;Landkreis Esslingen;Baden-Württemberg
Owen;https://www.owen.de;08116054;Stadt in Deutschland;73277;Landkreis Esslingen;Baden-Württemberg
Ohmden;http://www.ohmden.de;08116053;Gemeinde in Deutschland ohne Stadtrecht;73275;Landkreis Esslingen;Baden-Württemberg
Oberboihingen;http://www.oberboihingen.de;08116050;Gemeinde in Deutschland ohne Stadtrecht;72644;Landkreis Esslingen;Baden-Württemberg
Nürtingen;https://nuertingen.de;08116049;Stadt in Deutschland;72622;Vereinbarte Verwaltungsgemeinschaft Nürtingen;Baden-Württemberg
Notzingen;https://www.notzingen.de;08116048;Gemeinde in Deutschland ohne Stadtrecht;73274;Landkreis Esslingen;Baden-Württemberg
Neuhausen auf den Fildern;https://neuhausen-fildern.de;08116047;Gemeinde in Deutschland ohne Stadtrecht;73765;Landkreis Esslingen;Baden-Württemberg
Neuffen;http://www.neuffen.de;08116046;Stadt in Deutschland;72637–72639;Landkreis Esslingen;Baden-Württemberg
Neidlingen;https://www.neidlingen.de;08116043;Gemeinde in Deutschland ohne Stadtrecht;73272;Vereinbarte Verwaltungsgemeinschaft Weilheim an der Teck;Baden-Württemberg
Neckartenzlingen;https://www.neckartenzlingen.de;08116042;Gemeinde in Deutschland ohne Stadtrecht;72654;Landkreis Esslingen;Baden-Württemberg
Neckartailfingen;http://www.neckartailfingen.de;08116041;Gemeinde in Deutschland ohne Stadtrecht;72666;Landkreis Esslingen;Baden-Württemberg
Lichtenwald;https://www.lichtenwald.de;08116037;Gemeinde in Deutschland ohne Stadtrecht;73669;Landkreis Esslingen;Baden-Württemberg
Kohlberg;http://www.kohlberg.de;08116036;Gemeinde in Deutschland ohne Stadtrecht;72664;Landkreis Esslingen;Baden-Württemberg
Köngen;http://www.koengen.de;08116035;Gemeinde in Deutschland ohne Stadtrecht;73257;Landkreis Esslingen;Baden-Württemberg
Kirchheim unter Teck;https://www.kirchheim-teck.de;08116033;Stadt in Deutschland;73230;Landkreis Esslingen;Baden-Württemberg
Holzmaden;http://www.holzmaden.de;08116029;Gemeinde in Deutschland ohne Stadtrecht;73271;Landkreis Esslingen;Baden-Württemberg
Hochdorf;http://www.hochdorf.de;08116027;Gemeinde in Deutschland ohne Stadtrecht;73269;Landkreis Esslingen;Baden-Württemberg
Großbettlingen;http://www.grossbettlingen.de;08116022;Gemeinde in Deutschland ohne Stadtrecht;72663;Landkreis Esslingen;Baden-Württemberg
Frickenhausen;http://www.frickenhausen.de;08116020;Gemeinde in Deutschland ohne Stadtrecht;72636;Landkreis Esslingen;Baden-Württemberg
Esslingen am Neckar;https://www.esslingen.de;08116019;Stadt;73728–73734;Landkreis Esslingen;Baden-Württemberg
Erkenbrechtsweiler;https://erkenbrechtsweiler.de;08116018;Gemeinde in Deutschland ohne Stadtrecht;73268;Gemeindeverwaltungsverband Lenningen;Baden-Württemberg
Dettingen unter Teck;https://www.dettingen-teck.de;08116016;Gemeinde in Deutschland ohne Stadtrecht;73265;Landkreis Esslingen;Baden-Württemberg
Denkendorf;http://www.denkendorf.de;08116015;Gemeinde in Deutschland ohne Stadtrecht;73770;Landkreis Esslingen;Baden-Württemberg
Deizisau;http://www.deizisau.de;08116014;Gemeinde in Deutschland ohne Stadtrecht;73779;Landkreis Esslingen;Baden-Württemberg
Bissingen an der Teck;http://www.bissingen-teck.de;08116012;Gemeinde in Deutschland ohne Stadtrecht;73266;Landkreis Esslingen;Baden-Württemberg
Beuren;https://www.beuren.de;08116011;Gemeinde in Deutschland ohne Stadtrecht;72660;Landkreis Esslingen;Baden-Württemberg
Bempflingen;http://www.bempflingen.de;08116008;Gemeinde in Deutschland ohne Stadtrecht;72658;Landkreis Esslingen;Baden-Württemberg
Baltmannsweiler;https://www.baltmannsweiler.de;08116007;Gemeinde in Deutschland ohne Stadtrecht;73666;Landkreis Esslingen;Baden-Württemberg
Altenriet;http://www.altenriet.de;08116006;Gemeinde in Deutschland ohne Stadtrecht;72657;Landkreis Esslingen;Baden-Württemberg
Altdorf;https://altdorf-es.de;08116005;Gemeinde in Deutschland ohne Stadtrecht;72655;Gemeindeverwaltungsverband Neckartenzlingen;Baden-Württemberg
Altbach;https://www.altbach.de;08116004;Gemeinde in Deutschland ohne Stadtrecht;73776;Landkreis Esslingen;Baden-Württemberg
Grafenau;https://www.gemeindegrafenau.de;08115054;Gemeinde in Deutschland ohne Stadtrecht;71120;Gemeindeverwaltungsverband Aidlingen/Grafenau;Baden-Württemberg
Jettingen;https://www.jettingen.de;08115053;Gemeinde in Deutschland ohne Stadtrecht;71131;Landkreis Böblingen;Baden-Württemberg
Weissach;http://www.weissach.de;08115052;Gemeinde in Deutschland ohne Stadtrecht;71287;Landkreis Böblingen;Baden-Württemberg
Weil im Schönbuch;https://www.weil-im-schoenbuch.de;08115051;Gemeinde in Deutschland ohne Stadtrecht;71093;Landkreis Böblingen;Baden-Württemberg
Weil der Stadt;https://www.weil-der-stadt.de;08115050;Stadt in Deutschland;71263;Landkreis Böblingen;Baden-Württemberg
Waldenbuch;http://www.waldenbuch.de;08115048;Stadt in Deutschland;71111;Gemeindeverwaltungsverband Waldenbuch-Steinenbronn;Baden-Württemberg
Steinenbronn;http://www.steinenbronn.de;08115046;Gemeinde in Deutschland ohne Stadtrecht;71144;Landkreis Böblingen;Baden-Württemberg
Sindelfingen;https://www.sindelfingen.de;08115045;Stadt in Deutschland;71063–71069;Landkreis Böblingen;Baden-Württemberg
Schönaich;https://schoenaich.de;08115044;Gemeinde in Deutschland ohne Stadtrecht;71101;Landkreis Böblingen;Baden-Württemberg
Rutesheim;http://www.rutesheim.de;08115042;Stadt in Deutschland;71277;Landkreis Böblingen;Baden-Württemberg
Renningen;https://www.renningen.de;08115041;Stadt in Deutschland;71272;Landkreis Böblingen;Baden-Württemberg
Nufringen;http://www.nufringen.de;08115037;Gemeinde in Deutschland ohne Stadtrecht;71154;Vereinbarte Verwaltungsgemeinschaft Herrenberg;Baden-Württemberg
Mötzingen;https://www.moetzingen.de;08115034;Gemeinde in Deutschland ohne Stadtrecht;71159;Landkreis Böblingen;Baden-Württemberg
Magstadt;https://www.magstadt.de;08115029;Gemeinde in Deutschland ohne Stadtrecht;71106;Landkreis Böblingen;Baden-Württemberg
Leonberg;https://www.leonberg.de;08115028;Stadt in Deutschland;71229;Landkreis Böblingen;Baden-Württemberg
Holzgerlingen;https://www.holzgerlingen.de;08115024;Stadt in Deutschland;71088;Gemeindeverwaltungsverband Holzgerlingen;Baden-Württemberg
Hildrizhausen;http://www.hildrizhausen.de;08115022;Gemeinde in Deutschland ohne Stadtrecht;71157;Landkreis Böblingen;Baden-Württemberg
Herrenberg;https://herrenberg.de;08115021;Große Kreisstadt in Baden-Württemberg;71083;Vereinbarte Verwaltungsgemeinschaft Herrenberg;Baden-Württemberg
Gäufelden;https://www.gaeufelden.de;08115016;Gemeinde in Deutschland ohne Stadtrecht;71126;Landkreis Böblingen;Baden-Württemberg
Gärtringen;http://www.gaertringen.de;08115015;Gemeinde in Deutschland ohne Stadtrecht;71116;Landkreis Böblingen;Baden-Württemberg
Ehningen;http://www.ehningen.de;08115013;Gemeinde in Deutschland ohne Stadtrecht;71139;Gemeindeverwaltungsverband Gärtringen/Ehningen;Baden-Württemberg
Deckenpfronn;https://www.deckenpfronn.de;08115010;Gemeinde in Deutschland ohne Stadtrecht;75392;Landkreis Böblingen;Baden-Württemberg
Bondorf;https://www.bondorf.de;08115004;Gemeinde in Deutschland ohne Stadtrecht;71149;Landkreis Böblingen;Baden-Württemberg
Böblingen;https://www.boeblingen.de;08115003;Stadt in Deutschland;71032, 71034;Landkreis Böblingen;Baden-Württemberg
Altdorf;http://www.altdorf-bb.de;08115002;Gemeinde in Deutschland ohne Stadtrecht;71155;Gemeindeverwaltungsverband Holzgerlingen;Baden-Württemberg
Aidlingen;https://www.aidlingen.de;08115001;Gemeinde in Deutschland ohne Stadtrecht;71134;Landkreis Böblingen;Baden-Württemberg
